User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
CloudTrail,ASIA4KRM5MFMD7GPUV2I,2023-07-28T08:45:29Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,InvalidRequestException,[],971626b5-7422-4d53-ae1e-348fbd0b50eb,300b6d03-d694-4f75-a7ae-2fe119c820b3,false,AwsApiCall,847276499288,Management
CloudTrail,,2023-07-28T08:45:08Z,signin.amazonaws.com,ConsoleLogin,us-east-1,219.74.213.207,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.183",,[],,bd610ef8-e60c-42ef-97dd-d9d7c9686233,false,AwsConsoleSignIn,847276499288,Management
root,,2023-07-28T08:44:26Z,signin.amazonaws.com,ConsoleLogin,us-east-1,219.74.213.207,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.183",,[],,41f75f6f-7611-48c6-8afe-2405822587c8,false,AwsConsoleSignIn,847276499288,Management
root,ASIA4KRM5MFMNA3RA6UO,2023-07-28T08:42:44Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,219.74.213.207,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",9c74ec1c-c194-4034-983e-0023d13931ce,256e6f04-9299-4b49-b063-fbdae8c83fb8,false,AwsApiCall,847276499288,Management
root,ASIA4KRM5MFMNA3RA6UO,2023-07-28T08:42:44Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,219.74.213.207,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",2e97294f-6cfe-40a4-aa1f-291bffb09f54,58b1c46e-d9c0-47f7-b0bd-18e432357ba3,false,AwsApiCall,847276499288,Management
root,ASIA4KRM5MFMNA3RA6UO,2023-07-28T08:42:44Z,iam.amazonaws.com,CreateUser,us-east-1,219.74.213.207,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDA4KRM5MFMOSHPXF6ZL""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::847276499288:user/Accountant""}]",07172ca5-efd9-48dc-b515-751152fcf800,ed54af9c-4f54-4821-8c12-2557495e06cb,false,AwsApiCall,847276499288,Management
root,ASIA4KRM5MFMNA3RA6UO,2023-07-28T08:42:44Z,iam.amazonaws.com,AddUserToGroup,us-east-1,219.74.213.207,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",52da0bb9-7443-4cd8-be8c-1056be2d0a7f,eecce6da-a240-42c1-8bbb-db2f6dcdd0e0,false,AwsApiCall,847276499288,Management
root,ASIA4KRM5MFMNA3RA6UO,2023-07-28T08:40:58Z,iam.amazonaws.com,AddUserToGroup,us-east-1,219.74.213.207,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",89216ffa-a28f-42e7-bf61-092e4f7e7734,25f9b676-b379-4ec8-968e-dcfbdaefaca3,false,AwsApiCall,847276499288,Management
root,ASIA4KRM5MFMNA3RA6UO,2023-07-28T08:40:58Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,219.74.213.207,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",494c2cea-531e-4649-a78a-26d804f3e29b,88c56502-2970-44c6-b6bd-40709ed90719,false,AwsApiCall,847276499288,Management
root,ASIA4KRM5MFMNA3RA6UO,2023-07-28T08:40:58Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,219.74.213.207,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",7a33a729-0e88-4546-a412-2a930d186997,aea44db9-b176-4bdd-ab1b-4139dd7e38de,false,AwsApiCall,847276499288,Management
root,ASIA4KRM5MFMNA3RA6UO,2023-07-28T08:40:57Z,iam.amazonaws.com,CreateUser,us-east-1,219.74.213.207,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::847276499288:user/CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDA4KRM5MFMGM3RD2JSE""}]",17a2014c-3f37-41b5-91a7-bf7895a6521c,93e04cfe-08b7-4781-a19c-f4eb18de77be,false,AwsApiCall,847276499288,Management
root,ASIA4KRM5MFMNA3RA6UO,2023-07-28T08:13:35Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,219.74.213.207,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",02c4f019-35dd-4baf-b0ce-422498f7c03f,9370345c-065c-40c5-bd86-4c33eda73664,false,AwsApiCall,847276499288,Management
root,ASIA4KRM5MFMNA3RA6UO,2023-07-28T08:13:34Z,iam.amazonaws.com,CreateGroup,us-east-1,219.74.213.207,AWS Internal,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::847276499288:group/Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPA4KRM5MFMGU3RWZPIK""}]",1b70d0a6-ddbc-45e2-a88a-0518c85188d6,df88587d-3c51-4089-9287-cfb0492f4a90,false,AwsApiCall,847276499288,Management
root,ASIA4KRM5MFMNA3RA6UO,2023-07-28T08:13:11Z,iam.amazonaws.com,CreateGroup,us-east-1,219.74.213.207,AWS Internal,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPA4KRM5MFMNYMJASKBA""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::847276499288:group/CloudTrailAdmins""}]",a3101bc0-fe60-4645-a6c6-15cd64bdf461,16aa5d71-1318-4c82-bbe5-8715d90f93e1,false,AwsApiCall,847276499288,Management
root,ASIA4KRM5MFMNA3RA6UO,2023-07-28T08:13:11Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,219.74.213.207,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_ReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",9d456080-39eb-48ba-b40e-ee652b63cfd4,506b7a6a-91de-4d70-8e05-885fe2ed7bab,false,AwsApiCall,847276499288,Management
root,ASIA4KRM5MFMNA3RA6UO,2023-07-28T08:13:11Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,219.74.213.207,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",5c799159-bdd3-4b06-894c-1fc1bc0c9413,7d209228-5e4e-41ac-9e07-96ca769f2671,false,AwsApiCall,847276499288,Management
root,ASIA4KRM5MFMNA3RA6UO,2023-07-28T07:59:56Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,219.74.213.207,AWS Internal,,[],0b18fdc7-b52f-4ec5-bf24-18701f9b2f04,dc33c4f4-dd11-4e8f-ad2a-bfb60dce2afd,false,AwsApiCall,847276499288,Management
root,,2023-07-28T07:52:58Z,signin.amazonaws.com,ConsoleLogin,us-east-1,219.74.213.207,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.183",,[],,3073561f-eebc-487d-8a49-ce617c9a6e86,false,AwsConsoleSignIn,847276499288,Management
root,ASIA4KRM5MFMLER2PR5Q,2023-07-02T09:32:36Z,iam.amazonaws.com,CreateServiceLinkedRole,us-east-1,219.74.213.207,AWS Internal,InvalidInputException,[],8b870bcc-c0f7-426d-ad65-cea87dedb48a,034d8391-a8e8-4a88-908e-a90b3db4478d,false,AwsApiCall,847276499288,Management
root,ASIA4KRM5MFMLER2PR5Q,2023-07-02T09:32:35Z,iam.amazonaws.com,CreateServiceLinkedRole,us-east-1,219.74.213.207,AWS Internal,InvalidInputException,[],a7063813-947d-46ea-b37f-42f81d59cee4,39d75e65-c2d9-4229-ba8d-193cd3a02111,false,AwsApiCall,847276499288,Management
root,ASIA4KRM5MFMLER2PR5Q,2023-07-02T09:32:35Z,iam.amazonaws.com,CreateServiceLinkedRole,us-east-1,219.74.213.207,AWS Internal,,[],ebe85935-2b92-4188-a315-9026d450abb2,8cb3ed28-54eb-4b88-bb56-9c456cd9716f,false,AwsApiCall,847276499288,Management
root,ASIA4KRM5MFMMWHRWDMY,2023-07-02T04:21:05Z,billingconsole.amazonaws.com,ListCostAllocationTags,us-east-1,219.74.213.207,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.67",,[],,1d5ea684-f35e-4198-84f6-82440d406788,false,AwsConsoleAction,847276499288,Management
root,ASIA4KRM5MFMMWHRWDMY,2023-07-02T04:21:05Z,billingconsole.amazonaws.com,ListCostAllocationTags,us-east-1,219.74.213.207,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.67",,[],,b9fd2236-3a4e-4b6e-9ef3-4ef5b4c3ac48,false,AwsConsoleAction,847276499288,Management
root,ASIA4KRM5MFMMWHRWDMY,2023-07-02T04:21:01Z,billingconsole.amazonaws.com,ListCostAllocationTags,us-east-1,219.74.213.207,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.67",,[],,d9590d0a-90b2-4bb4-b0c4-500a466cbb96,false,AwsConsoleAction,847276499288,Management
root,ASIA4KRM5MFMMWHRWDMY,2023-07-02T04:21:01Z,billingconsole.amazonaws.com,ListCostAllocationTags,us-east-1,219.74.213.207,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.67",,[],,fc97d58d-35fd-4e7f-ab8c-e3ff17713bf7,false,AwsConsoleAction,847276499288,Management
root,ASIA4KRM5MFMDG4X5KVJ,2023-07-02T04:18:42Z,ce.amazonaws.com,UpdateAnomalySubscription,us-east-1,219.74.213.207,aws-internal/3 cfg/retry-mode/legacy,,[],372be21e-b624-4591-aac9-0dcbaf1b715a,2fde25f8-056e-4343-833d-f46b21bcbf6f,false,AwsApiCall,847276499288,Management
root,,2023-07-02T04:11:39Z,signin.amazonaws.com,ConsoleLogin,us-east-1,219.74.213.207,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.67",,[],,14967d15-d516-4146-af3e-701f2a266eea,false,AwsConsoleSignIn,847276499288,Management
